검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 치킨,별난주점,"호프,요리주점",0.0,0,0,경기 성남시 분당구 판교역로192번길 16,삼평동 662,,,https://place.map.kakao.com/26797406
판교 치킨,맥도날드 수내역점,패스트푸드,3.4,59,39,경기 성남시 분당구 백현로101번길 29 C&C빌딩 1층,수내동 18-1,매일 00:00 ~ 24:00,0316298000,https://place.map.kakao.com/25000081
판교 치킨,개성전통삼계탕 분당본점,삼계탕,3.4,37,30,경기 성남시 분당구 백현로 97 1층,수내동 22-3,매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:30,0317163454,https://place.map.kakao.com/18553588
판교 치킨,돈가스에미치다 수내본점,"돈까스,우동",2.6,20,151,경기 성남시 분당구 백현로101번길 11 동현프라자 1층,수내동 20-6,매일 11:00 ~ 21:00,0317210307,https://place.map.kakao.com/26840435
판교 치킨,맘스터치 수내역점,패스트푸드,3.3,16,15,경기 성남시 분당구 백현로101번길 20 그린프라자 1층 103~104호,수내동 19-2,매일 10:00 ~ 22:00,0317195007,https://place.map.kakao.com/2134554363
판교 치킨,가마로강정 수내롯데점,닭강정,3.5,14,4,경기 성남시 분당구 백현로101번길 13 월드프라자 1층 101호,수내동 20-5,월~금 11:30 ~ 23:00,0317117293,https://place.map.kakao.com/27462731
판교 치킨,펀비어킹 수내역점,"호프,요리주점",4.6,5,3,경기 성남시 분당구 황새울로258번길 36,수내동 7-8,매일 16:00 ~ 04:00,0317131110,https://place.map.kakao.com/1499917552
판교 치킨,심야포차 불면증,"호프,요리주점",5.0,3,12,경기 성남시 분당구 백현로101번길 17 초림프라자 2층 203호,수내동 20-2,월~토 14:00 ~ 03:00,050371500637,https://place.map.kakao.com/1383653805
판교 치킨,오지 OG버거 판교1호점,햄버거,3.6,10,5,경기 성남시 수정구 창업로 17 B동 1층 101호,시흥동 288-2,,0317225552,https://place.map.kakao.com/2039852770
판교 치킨,청년다방 수내점,떡볶이,3.5,17,10,경기 성남시 분당구 백현로101번길 16,수내동 19-4,매일 11:00 ~ 22:00,0317160900,https://place.map.kakao.com/1785823486
판교 치킨,역전할머니맥주 분당수내역점,"호프,요리주점",0.0,0,8,경기 성남시 분당구 황새울로258번길 10-9 영성라벤더 2층 202호,수내동 8-4,월~토 17:00 ~ 01:00,0317116386,https://place.map.kakao.com/1872745687
판교 치킨,토끼정,일식,2.5,4,0,경기 성남시 수정구 창업로 17,시흥동 288-2,,,https://place.map.kakao.com/485748386
판교 치킨,맘스터치 분당HD현대GRC점,패스트푸드,1.0,1,0,경기 성남시 분당구 정자동 4-5 4층,,매일 10:30 ~ 18:00,0317117113,https://place.map.kakao.com/1181566557
판교 치킨,델리커리 판교점,인도음식,4.0,10,40,경기 성남시 수정구 창업로 18 파미어스몰 P1동 2층 210-1호,시흥동 288-11,매일 10:30 ~ 21:00 · 휴게시간 매일 15:30 ~ 16:30,,https://place.map.kakao.com/304564818
판교 치킨,21 Flamingo,샌드위치,5.0,3,45,경기 성남시 수정구 대왕판교로 815 LH기업지원허브 103호,시흥동 285-2,월~금 08:00 ~ 20:00 · 휴게시간 월~금 15:00 ~ 17:00,0317788811,https://place.map.kakao.com/1675911623
판교 치킨,삐삣버거 판교파미어스점,패스트푸드,2.4,17,15,경기 성남시 수정구 창업로 18 1층,시흥동 296,매일 11:00 ~ 22:00,050714978603,https://place.map.kakao.com/515610179
판교 치킨,생활맥주 수내동좁은골목점,"호프,요리주점",2.3,3,19,경기 성남시 분당구 수내로46번길 20 105~106호,수내동 8-5,매일 17:00 ~ 02:00,0317167979,https://place.map.kakao.com/2050927158
판교 치킨,신전떡볶이 수내점,떡볶이,4.2,19,9,경기 성남시 분당구 백현로101번길 17 초림프라자 2층 204호,수내동 20-2,매일 11:00 ~ 21:00,0317111151,https://place.map.kakao.com/476492008
판교 치킨,청년다방 판교파미어스몰점,떡볶이,2.5,4,8,경기 성남시 수정구 창업로 17,시흥동 288-2,,0317102790,https://place.map.kakao.com/245706170
판교 치킨,봄이머무는언덕,"호프,요리주점",4.5,2,6,경기 성남시 분당구 황새울로311번길 14 서현리더스빌딩 8층,서현동 274-4,,0317040858,https://place.map.kakao.com/84214356
판교 치킨,마리오븐,양식,5.0,3,1,경기 성남시 수정구 창업로 42 1층 117호,시흥동 293,월~금 11:30 ~ 24:00 · 휴게시간 월~금 15:00 ~ 17:00,,https://place.map.kakao.com/599672999
판교 치킨,봉구비어 분당수내역점,"호프,요리주점",2.2,6,2,경기 성남시 분당구 황새울로258번길 32 1층,수내동 7-5,,,https://place.map.kakao.com/26620259
판교 치킨,짝태군망고양 수내점,"호프,요리주점",5.0,3,9,경기 성남시 분당구 황새울로258번길 43 수내프라자 1층 112~114호,수내동 6-9,매일 16:30 ~ 01:00,,https://place.map.kakao.com/1202703107
판교 치킨,바리 판교점,퓨전요리,2.9,7,2,경기 성남시 수정구 창업로 18 제2판교 테크노밸리 C1동 1층 118호,시흥동 296-3,,07075859331,https://place.map.kakao.com/1525515843
판교 치킨,2도비어 분당수내점,"호프,요리주점",3.0,1,0,경기 성남시 분당구 황새울로258번길 10-7 가나프라자 1층 105호,수내동 8-3,영업시간 매일 18:00 ~ 02:00,0317128801,https://place.map.kakao.com/1359293927
판교 치킨,홀리데이앳런던,카페,0.0,0,58,경기 성남시 수정구 창업로40번길 6 근린생활시설동 지하 2층 2호,시흥동 324,매일 09:00 ~ 19:00,,https://place.map.kakao.com/926718786
판교 치킨,백스비어 분당수내점,"호프,요리주점",0.0,0,4,경기 성남시 분당구 수내로46번길 11 1층,수내동 7-1,영업시간 월~토 17:30 ~ 24:00,,https://place.map.kakao.com/378531716
판교 치킨,탄탄면공방 판교아이스퀘어점,아시아음식,4.0,2,29,경기 성남시 수정구 창업로 17 F동 2층 212호,시흥동 288-2,월~금 11:00 ~ 20:30,07043234467,https://place.map.kakao.com/766070925
판교 치킨,B1 Burger,햄버거,0.0,0,6,경기 성남시 분당구 황새울로 216 휴맥스빌리지 지하 1층 14호,수내동 11-4,"월,화,수,목,금,일 11:00 ~ 21:00",07080800235,https://place.map.kakao.com/916131398
판교 치킨,피치타임 수내역점,피자,0.0,0,47,경기 성남시 분당구 황새울로258번길 32 코리아나빌딩 1층 104호,수내동 7-5,매일 12:00 ~ 24:00,0317199232,https://place.map.kakao.com/1264645080
판교 치킨,동키호펍,"호프,요리주점",5.0,2,2,경기 성남시 분당구 수내로46번길 20 맛자랑멋자랑 2층 205호,수내동 8-5,월~금 15:00 ~ 24:00,0317172481,https://place.map.kakao.com/889370229
판교 치킨,스틱스,술집,4.8,4,5,경기 성남시 분당구 황새울로258번길 32 208호,수내동 7-5,월~금 07:00 ~ 01:00,07086482590,https://place.map.kakao.com/796299850
판교 치킨,시즈카 분당점,일본식주점,0.0,0,0,경기 성남시 분당구 황새울로 315 대현빌딩 205호,서현동 273-1,,,https://place.map.kakao.com/8130275
판교 치킨,동경키친슈,일식집,4.6,29,63,경기 성남시 분당구 백현로101번길 17 초림프라자 2층,수내동 20-2,월~금 11:00 ~ 21:00 · 휴게시간 월~금 14:30 ~ 16:30,,https://place.map.kakao.com/439228056
