검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 파스타,파스타어때,이탈리안,0.0,0,5,경기 성남시 분당구 백현로101번길 16 대덕프라자 지하1층 B102호,수내동 19-4,매일 00:00 ~ 24:00,,https://place.map.kakao.com/1773964337
판교 파스타,미태리파스타 분당아름마을점,이탈리안,0.0,0,0,경기 성남시 분당구 판교로 441 남서울프라자 1층 110호,야탑동 533-5,,,https://place.map.kakao.com/5335006
판교 파스타,마리에뜨다이닝,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로360번길 42,서현동 263,,,https://place.map.kakao.com/8353120
판교 파스타,파스타제면소,이탈리안,0.0,0,0,경기 성남시 분당구 백현로101번길 16,수내동 19-4,,07077754004,https://place.map.kakao.com/1181426399
판교 파스타,그릴러,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로 315 대현빌딩 2층 205호,서현동 273-2,,,https://place.map.kakao.com/326132611
판교 파스타,지오쿠치나,양식,,(30),189,"경기 성남시 분당구 황새울로200번길 34 코포모빌딩 1층 101,102호",수내동 16-3,월~토 11:30 ~ 21:50,0317119488,https://place.map.kakao.com/19722336
판교 파스타,비스트로도마,양식,4.1,39,201,경기 성남시 분당구 하오개로 383 1층,운중동 320-1,매일 15:00 ~ 17:00,0317026009,https://place.map.kakao.com/22483249
판교 파스타,도쿄스테이크 서현역점,양식,3.3,19,"2,392",경기 성남시 분당구 분당로53번길 19 피아자코코빌딩 2층 202호,서현동 269-2,월~금 11:00 ~ 21:00 · 휴게시간 월~금 15:00 ~ 16:00,0317052828,https://place.map.kakao.com/1148162053
판교 파스타,서울미트볼&파스타,양식,4.7,27,45,경기 성남시 분당구 백현로101번길 17 초림프라자 1층 107호,수내동 20-2,월~토 15:30 ~ 17:00,0317150526,https://place.map.kakao.com/7516079
판교 파스타,카페두레브,디저트카페,3.2,27,56,"경기 성남시 분당구 판교백현로 57 1,2층",백현동 500-15,월~토 08:00 ~ 22:00,0317051711,https://place.map.kakao.com/537017155
판교 파스타,푸른언덕,양식,3.3,6,19,"경기 성남시 수정구 사송로80번길 23 1,2층",사송동 520-10,월~토 10:00 ~ 20:00,,https://place.map.kakao.com/17411335
판교 파스타,매드포갈릭 분당서현점,패밀리레스토랑,3.9,55,95,경기 성남시 분당구 분당로53번길 22 블루홀플라자 지하1층,서현동 268-1,매일 11:30 ~ 21:00,0317058120,https://place.map.kakao.com/11778140
판교 파스타,105파스타 서현점,양식,4.0,3,4,경기 성남시 분당구 황새울로312번길 20 분당태성빌딩 2층 203호,서현동 265-6,화~금 11:00 ~ 22:00,0317070105,https://place.map.kakao.com/1714224010
판교 파스타,아웃백스테이크하우스 분당AK점,패밀리레스토랑,3.2,48,274,경기 성남시 분당구 황새울로360번길 42 AK플라자 5층,서현동 263,매일 10:30 ~ 21:30,03180232800,https://place.map.kakao.com/233158685
판교 파스타,더블트리 바이 힐튼 서울 판교 닉스,양식,4.2,11,219,경기 성남시 분당구 백현로 26 21층,정자동 3-2,매일 11:30 ~ 24:00,,https://place.map.kakao.com/1508811977
판교 파스타,달빛한잔 본점,"호프,요리주점",4.5,19,54,경기 성남시 분당구 황새울로360번길 12 대명프라자 3층 320호,서현동 248-1,영업시간 매일 17:30 ~ 04:00,,https://place.map.kakao.com/1461385502
판교 파스타,쉐프쿠치나,양식,5.0,3,7,경기 성남시 분당구 하오개로349번길 4,운중동 382-4,,,https://place.map.kakao.com/1433406580
판교 파스타,훈스파이 본점,"제과,베이커리",4.0,24,17,경기 성남시 분당구 궁내로 22 1층,궁내동 346-2,월~금 11:00 ~ 21:00,0317148249,https://place.map.kakao.com/950888871
판교 파스타,소베뉴,한식,3.8,12,76,경기 성남시 분당구 판교백현로 61 1-2층,백현동 500-7,수~일 10:00 ~ 19:00 · 휴게시간 수~금 12:30 ~ 13:30,0317073770,https://place.map.kakao.com/258020049
판교 파스타,더몰트하우스 서핑시티 판교점,양식,3.7,26,122,경기 성남시 수정구 창업로 18 파미어스몰 1층,시흥동 296-3,매일 11:00 ~ 23:00 · 휴게시간 월~금 14:30 ~ 16:30,0317555818,https://place.map.kakao.com/638036864
판교 파스타,샐러디 분당서현점,샐러드,2.2,30,31,경기 성남시 분당구 황새울로359번길 11 1층,서현동 254-1,월~금 15:00 ~ 17:00,0317041147,https://place.map.kakao.com/924886651
판교 파스타,틈 서현,"호프,요리주점",4.7,14,232,경기 성남시 분당구 황새울로319번길 6 텍스타워 106호,서현동 272-3,영업시간 월~목 17:00 ~ 02:00,050371504886,https://place.map.kakao.com/909322222
판교 파스타,미도인 서현,일식,,(30),"1,163",경기 성남시 분당구 분당로53번길 10 2층 202호,서현동 268-6,매일 11:30 ~ 21:00,0317031990,https://place.map.kakao.com/933968594
판교 파스타,모티이,"호프,요리주점",4.7,3,381,경기 성남시 분당구 황새울로311번길 28,서현동 275,매일 11:00 ~ 01:00,0317079297,https://place.map.kakao.com/1296321070
판교 파스타,브런치빈 분당서현점,카페,2.7,7,136,경기 성남시 분당구 분당로53번길 16 정일빌딩 4층 402호,서현동 268-3,매일 09:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 16:30,0317787420,https://place.map.kakao.com/1175489979
판교 파스타,서가앤쿡 판교파이어스몰점,양식,2.9,8,0,경기 성남시 수정구 창업로 17 아이스퀘어 A동 106호,시흥동 288-2,매일 11:00 ~ 21:00,0317210401,https://place.map.kakao.com/356299777
판교 파스타,긴자료코 수내점,"돈까스,우동",4.0,8,39,경기 성남시 분당구 황새울로258번길 10-9 1층 102호,수내동 8-4,월~토 11:00 ~ 21:00 · 휴게시간 월~토 15:00 ~ 16:00,0317115045,https://place.map.kakao.com/877047562
판교 파스타,언버튼,양식,5.0,5,33,경기 성남시 수정구 창업로 43 글로벌비즈센터 A동 1층 107호,시흥동 340,월~금 15:00 ~ 17:00,07082304448,https://place.map.kakao.com/1570405067
판교 파스타,샐러디 판교제2테크노밸리점,샐러드,4.5,4,22,경기 성남시 수정구 창업로 57 103호,시흥동 347,월~금 07:00 ~ 20:00,0317055733,https://place.map.kakao.com/1182468260
판교 파스타,번쩍피자 수내점,피자,3.7,3,0,경기 성남시 분당구 수내로46번길 20 지하1층,수내동 8-5,,0317192595,https://place.map.kakao.com/251267877
판교 파스타,파스타예요 분당점,양식,0.0,0,0,경기 성남시 분당구 황새울로319번길 6,서현동 272-3,매일 10:00 ~ 24:00,,https://place.map.kakao.com/554324012
판교 파스타,"굽네치킨 야탑1,2동점",치킨,3.0,2,1,"경기 성남시 분당구 판교로 443 중앙빌딩 106-1,107-1호",야탑동 533-7,매일 11:30 ~ 01:30,0317085777,https://place.map.kakao.com/2060942709
판교 파스타,고동경양 분당수내점,양식,3.2,13,118,경기 성남시 분당구 백현로101번길 17 초림프라자 1층,수내동 20-2,매일 11:00 ~ 21:00,,https://place.map.kakao.com/1863389852
판교 파스타,스탭밀,양식,4.9,9,31,"경기 성남시 수정구 창업로 43 1층 B-105,106호",시흥동 340,영업시간 월~금 11:30 ~ 14:00,050713138613,https://place.map.kakao.com/202499568
판교 파스타,피자스쿨 분당정자1점,피자,4.1,17,1,경기 성남시 분당구 성남대로 389 폴라리스2 105호,정자동 15-1,매일 11:00 ~ 21:00,0317117766,https://place.map.kakao.com/21359498
판교 파스타,조셉스테이크 더블트리바이힐튼점,양식,5.0,2,40,경기 성남시 분당구 백현로 26,정자동 3-2,매일 15:00 ~ 18:00,03180397397,https://place.map.kakao.com/1722995304
판교 파스타,에뿔라이(epulae),양식,5.0,6,1,경기 성남시 분당구 황새울로335번길 5,서현동 261-5,,,https://place.map.kakao.com/499311914
판교 파스타,샐러디 수내점,샐러드,3.9,9,29,경기 성남시 분당구 황새울로200번길 9-7 1층,수내동 21-2,월~금 10:00 ~ 21:00,0317128831,https://place.map.kakao.com/1848515801
판교 파스타,정직유부 수내점,"초밥,롤",4.5,2,3,경기 성남시 분당구 내정로165번길 50 1층 103호,수내동 33-1,매일 10:30 ~ 21:00,0317177911,https://place.map.kakao.com/1090577429
판교 파스타,피자먹다 서현점,피자,3.8,5,20,경기 성남시 분당구 황새울로342번길 9 1층,서현동 250-3,매일 11:00 ~ 23:00,0317080913,https://place.map.kakao.com/1888343701
판교 파스타,토끼정,일식,2.5,4,0,경기 성남시 수정구 창업로 17,시흥동 288-2,,,https://place.map.kakao.com/485748386
판교 파스타,피자스쿨 분당아름점,피자,5.0,2,2,경기 성남시 분당구 판교로 437 숭문상가 103호,야탑동 533-4,,0317087088,https://place.map.kakao.com/8633322
판교 파스타,델리커리 판교점,인도음식,4.0,10,40,경기 성남시 수정구 창업로 18 파미어스몰 P1동 2층 210-1호,시흥동 288-11,매일 10:30 ~ 21:00 · 휴게시간 매일 15:30 ~ 16:30,,https://place.map.kakao.com/304564818
판교 파스타,빽보이피자 분당서현점,피자,2.8,4,2,경기 성남시 분당구 서현로 184 105호,서현동 251-3,매일 11:00 ~ 22:00,16684595,https://place.map.kakao.com/1964466118
판교 파스타,찬찬,"호프,요리주점",4.7,3,6,경기 성남시 분당구 황새울로258번길 43,수내동 6-9,영업시간 매일 18:00 ~ 02:00,0232811300,https://place.map.kakao.com/1639752588
판교 파스타,이백장돈가스 분당아름마을점,"돈까스,우동",4.4,5,4,경기 성남시 분당구 판교로 437 숭문상가 1층 101호,야탑동 533-4,매일 11:00 ~ 22:00,0317070290,https://place.map.kakao.com/942482055
판교 파스타,한스델리 서현1호점,패밀리레스토랑,0.0,0,0,경기 성남시 분당구 분당로53번길 12,서현동 268-5,,0317012772,https://place.map.kakao.com/706282407
판교 파스타,먼키 분당휴맥스점,푸드코트,5.0,1,5,경기 성남시 분당구 황새울로 216 휴맥스빌리지 지하1층,수내동 11-4,매일 15:00 ~ 17:00,050714717118,https://place.map.kakao.com/466754824
판교 파스타,고향카츠 판교테크노밸리점,"돈까스,우동",2.9,7,5,"경기 성남시 수정구 창업로 18 파미어스몰 C1동 1층 114,115호",시흥동 296-3,,,https://place.map.kakao.com/825135247
판교 파스타,샐러디 판교도시첨단점,샐러드,5.0,2,0,경기 성남시 수정구 금토로80번길 51 판교위너스에비뉴 1층 105호,금토동 689,월~금 10:00 ~ 20:00,0317098090,https://place.map.kakao.com/1648915229
판교 파스타,핑크덤벨헬스푸드,샐러드,4.0,1,8,경기 성남시 분당구 황새울로342번길 19 1층,서현동 249-4,월~금 11:00 ~ 21:00,,https://place.map.kakao.com/1032680767
판교 파스타,돼지게티 분당야탑점,퓨전요리,3.0,1,1,경기 성남시 분당구 판교로 433 206호,야탑동 533-2,매일 11:20 ~ 01:20,0317818660,https://place.map.kakao.com/1941052522
판교 파스타,피치타임 수내역점,피자,0.0,0,47,경기 성남시 분당구 황새울로258번길 32 코리아나빌딩 1층 104호,수내동 7-5,매일 12:00 ~ 24:00,0317199232,https://place.map.kakao.com/1264645080
판교 파스타,오마드,패스트푸드,0.0,0,7,경기 성남시 분당구 황새울로312번길 20,서현동 265-6,월~토 10:30 ~ 21:00,025188520,https://place.map.kakao.com/1915039993
판교 파스타,바순,양식,0.0,0,0,경기 성남시 분당구 서현로 170 풍림아이원플러스 2층,서현동 255-1,월~금 08:00 ~ 21:30,,https://place.map.kakao.com/22647921
판교 파스타,샐러딧 판교파미어스점,샐러드,5.0,10,24,경기 성남시 수정구 창업로 17 판교아이스퀘어 B동 103-1호,시흥동 288-2,월~금 07:00 ~ 20:00,0317217924,https://place.map.kakao.com/1703060834
판교 파스타,파파밸리피자 롯데백화점분당점,피자,0.0,0,1,경기 성남시 분당구 황새울로200번길 45 지하 1층,수내동 14,,0317382088,https://place.map.kakao.com/672697846
판교 파스타,에덴의이슬,카페,5.0,4,1,경기 성남시 분당구 판교로 436 홍우프라자 1층 12호,이매동 131-3,,,https://place.map.kakao.com/577655518
판교 파스타,맘스피자 이매역점,피자,0.0,0,0,경기 성남시 분당구 양현로 126 미림프라자 2층 203~204호,이매동 115-1,매일 10:00 ~ 22:00,0317076663,https://place.map.kakao.com/346016770
판교 파스타,꽃물 서현점,테마카페,0.0,0,0,"경기 성남시 분당구 서현로210번길 14 유성트윈프라자 지하1호,2호",서현동 248-3,,,https://place.map.kakao.com/8240580
판교 파스타,웰돈,양식,0.0,0,0,경기 성남시 분당구 서현로 192,서현동 251-1,,,https://place.map.kakao.com/14595693
