검색키워드,가게이름,카테고리,평점,평점건수,리뷰수,주소,지번,영업시간,연락처,상세정보링크
판교 스테이크집,랜돌프비어 서현점,"호프,요리주점",3.8,17,28,"경기 성남시 분당구 황새울로360번길 12 대명프라자 3층 301,311호",서현동 248-1,매일 17:00 ~ 03:00,,https://place.map.kakao.com/896010402
판교 스테이크집,연무,"호프,요리주점",4.8,70,311,경기 성남시 분당구 서현로210번길 10 다두프라자 지하1층 101호,서현동 248-2,,050713344366,https://place.map.kakao.com/101209382
판교 스테이크집,춘자싸롱,양식,3.8,12,9,경기 성남시 분당구 정자일로 210 동양파라곤 102동 지하1층 101호,정자동 14-3,매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00,,https://place.map.kakao.com/13491103
판교 스테이크집,미담,삼겹살,3.8,36,"1,338",경기 성남시 분당구 성남대로331번길 9-13 1층,정자동 157-6,월~금 11:30 ~ 22:00,0317110774,https://place.map.kakao.com/1939002664
판교 스테이크집,수룹타코 suruptaco,양식,5.0,1,8,경기 성남시 분당구 분당로53번길 10,서현동 268-6,매일 11:30 ~ 22:30 · 휴게시간 매일 15:00 ~ 16:00,,https://place.map.kakao.com/689936231
판교 스테이크집,카렌 AK분당점,철판요리,3.1,8,1,경기 성남시 분당구 황새울로360번길 42 지하 1층,서현동 263,,,https://place.map.kakao.com/1003598760
판교 스테이크집,핑크덤벨헬스푸드,샐러드,4.0,1,8,경기 성남시 분당구 황새울로342번길 19 1층,서현동 249-4,월~금 11:00 ~ 21:00,,https://place.map.kakao.com/1032680767
판교 스테이크집,짚동가리쌩주,"호프,요리주점",1.9,13,11,경기 성남시 분당구 황새울로360번길 28,서현동 247-4,월~금 11:00 ~ 03:00,0317081377,https://place.map.kakao.com/12519518
판교 스테이크집,어퍼그레이 AK플라자 분당점,이탈리안,4.5,2,22,경기 성남시 분당구 황새울로360번길 42 7층,서현동 263,매일 11:00 ~ 20:30,03180232700,https://place.map.kakao.com/49196238
판교 스테이크집,술마실고양,일식,5.0,3,3,경기 성남시 분당구 서현로210번길 16 유성트윈프라자 1차 302호,서현동 248-4,매일 17:00 ~ 02:00,050255510585,https://place.map.kakao.com/1382571555
판교 스테이크집,롤링파스타 분당정자점,이탈리안,3.8,6,1,경기 성남시 분당구 황새울로108번길 5 1층,정자동 81-16,매일 11:00 ~ 21:00,0317173547,https://place.map.kakao.com/834560584
판교 스테이크집,마리에뜨다이닝,이탈리안,0.0,0,0,경기 성남시 분당구 황새울로360번길 42,서현동 263,,,https://place.map.kakao.com/8353120
판교 스테이크집,미담휴,"육류,고기",3.0,21,"1,060",경기 성남시 분당구 성남대로331번길 9-12 우경빌딩 2층,정자동 158-5,월~토 11:30 ~ 22:00 · 휴게시간 월~토 14:30 ~ 16:30,,https://place.map.kakao.com/432512643
판교 스테이크집,부에노부스,와인바,4.0,9,40,경기 성남시 분당구 장미로 42 야탑리더스 1층 116호,야탑동 342-1,영업시간 매일 18:00 ~ 24:00,07041893425,https://place.map.kakao.com/1393387367
판교 스테이크집,에이치앤에이치바,술집,3.0,2,112,경기 성남시 분당구 황새울로360번길 24 대명코아 2층 206~207호,서현동 247-2,영업시간 매일 19:00 ~ 02:00,050371510052,https://place.map.kakao.com/515221091
판교 스테이크집,라까사데파스타,이탈리안,4.7,13,0,경기 성남시 분당구 중앙공원로31번길 42,서현동 89,화~토 11:30 ~ 21:00,01087418588,https://place.map.kakao.com/1745331535
판교 스테이크집,육덮밥,일식,4.8,6,0,경기 성남시 분당구 내정로173번길 11,수내동 29,월~토 11:00 ~ 20:00,07088270348,https://place.map.kakao.com/654182676
판교 스테이크집,꽃물 서현점,테마카페,0.0,0,0,"경기 성남시 분당구 서현로210번길 14 유성트윈프라자 지하1호,2호",서현동 248-3,,,https://place.map.kakao.com/8240580
판교 스테이크집,리미니 NC야탑점,이탈리안,2.0,22,73,경기 성남시 분당구 야탑로81번길 11 7층,야탑동 357-1,매일 11:00 ~ 20:30,0317038176,https://place.map.kakao.com/20243299
판교 스테이크집,호5락실 분당서현점,"호프,요리주점",2.0,1,0,경기 성남시 분당구 황새울로360번길 12 대명프라자4층,서현동 248-1,매일 16:00 ~ 10:00,,https://place.map.kakao.com/14706539
판교 스테이크집,와인플레이 분당점,와인바,4.6,27,9,경기 성남시 분당구 쇳골로 7 1층,금곡동 91-1,매일 11:00 ~ 23:00 · 휴게시간 매일 15:00 ~ 16:00,0316093011,https://place.map.kakao.com/1685568636
판교 스테이크집,마이에마스,이탈리안,3.7,69,218,경기 성남시 분당구 정자일로 146 115호,정자동 165-1,화~일 11:30 ~ 21:00 · 휴게시간 화~금 14:30 ~ 17:00,0317253215,https://place.map.kakao.com/27442762
판교 스테이크집,술지비오,술집,0.0,0,25,경기 성남시 분당구 중앙공원로39번길 49 113호,서현동 88,영업시간 월~토 18:00 ~ 24:00,0317040337,https://place.map.kakao.com/590419059
판교 스테이크집,코헨,"호프,요리주점",4.0,7,1,경기 성남시 분당구 정자일로 197 푸르지오시티 2층 205호,정자동 16-2,,0317192204,https://place.map.kakao.com/24165141
판교 스테이크집,호쿠모쿠,양식,4.5,59,172,경기 성남시 분당구 정자일로 140 정자역엠코헤리츠2단지 B동 1층 101호,정자동 166-1,매일 15:00 ~ 17:30,,https://place.map.kakao.com/68688605
판교 스테이크집,스파게티올리브0904,이탈리안,4.7,17,56,경기 성남시 분당구 성남대로925번길 11,야탑동 352-4,화~일 11:30 ~ 21:30 · 휴게시간 화~일 15:00 ~ 16:00,0317040904,https://place.map.kakao.com/787459712
판교 스테이크집,다리오42,이탈리안,0.0,0,4,경기 성남시 분당구 느티로51번길 8-3,정자동 84-16,화~일 11:00 ~ 23:00,,https://place.map.kakao.com/1179961517
판교 스테이크집,김밥천국,분식,1.4,31,4,경기 성남시 분당구 성남대로331번길 8,정자동 25-1,,0317179042,https://place.map.kakao.com/15365158
판교 스테이크집,하우스브란트 야탑점,샌드위치,4.5,8,6,경기 성남시 분당구 성남대로925번길 19,야탑동 352-1,,0317030449,https://place.map.kakao.com/16101969
판교 스테이크집,벨라로사,이탈리안,4.3,33,65,경기 성남시 분당구 성남대로 295 대림아크로텔 상가 1층 118호,정자동 168-1,월~토 11:30 ~ 22:00,0317177282,https://place.map.kakao.com/11892000
판교 스테이크집,멜랑,양식,4.3,21,90,경기 성남시 분당구 야탑로111번길 5-3 1층,야탑동 368-6,매일 11:30 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00,0317787109,https://place.map.kakao.com/2049370151
판교 스테이크집,다구오,퓨전요리,5.0,2,7,경기 성남시 분당구 야탑로81번길 11 NC백화점 지하1층,야탑동 356,,,https://place.map.kakao.com/1114794551
판교 스테이크집,Pokeallday포케 샐러드 분당야탑점,양식,0.0,0,25,경기 성남시 분당구 야탑로75번길 15,야탑동 355-1,월~금 09:00 ~ 20:30,050720843638,https://place.map.kakao.com/302805243
판교 스테이크집,리츠다이너,양식,,(30),411,경기 성남시 분당구 정자일로 146 엠코헤리츠1단지 1층 A111호,정자동 165-1,월~토 15:30 ~ 17:30,0317184307,https://place.map.kakao.com/2114427559
판교 스테이크집,쿠모야,"초밥,롤",4.4,9,25,경기 성남시 분당구 성남대로925번길 16 201동 상가 203~207호,야탑동 341,매일 11:00 ~ 21:00,0317022270,https://place.map.kakao.com/1697903709
판교 스테이크집,롤링파스타 야탑역점,이탈리안,3.9,14,54,경기 성남시 분당구 성남대로926번길 6 대덕프라자 2층 201호,야탑동 361-5,화~일 11:30 ~ 21:30 · 휴게시간 화~일 15:00 ~ 17:00,0316978709,https://place.map.kakao.com/687426226
판교 스테이크집,오뎅판다 야탑본점,"호프,요리주점",2.9,19,10,경기 성남시 분당구 야탑로105번길 18,야탑동 371,매일 17:00 ~ 04:00,0317075089,https://place.map.kakao.com/780039204
판교 스테이크집,"와인플레이 분당점,와뱅와플",이탈리안,4.7,3,0,경기 성남시 분당구 쇳골로 7 지하1층,금곡동 91-1,매일 11:00 ~ 22:00,0316093011,https://place.map.kakao.com/1309029564
판교 스테이크집,지금보고싶다 야탑점,"호프,요리주점",3.8,5,18,경기 성남시 분당구 야탑로105번길 18 2층,야탑동 371,영업시간 월~토 18:00 ~ 03:00,0317072070,https://place.map.kakao.com/1474795896
판교 스테이크집,엘리팝 판교점,"호프,요리주점",3.0,1,12,경기 성남시 분당구 판교대장로6길 10 104호,대장동 202-4,영업시간 매일 18:00 ~ 01:00,0317180212,https://place.map.kakao.com/1257108569
판교 스테이크집,오브리,퓨전일식,4.5,4,161,경기 성남시 분당구 정자일로 146 엠코헤리츠1단지 101동 104호,정자동 165-1,매일 17:00 ~ 01:00,0316066009,https://place.map.kakao.com/393969044
판교 스테이크집,루트스테이,퓨전요리,3.7,23,70,경기 성남시 분당구 정자일로 140,정자동 166-1,"월,수,목,금,토,일 11:30 ~ 23:00",0317146643,https://place.map.kakao.com/1711482531
판교 스테이크집,비틀즈,"호프,요리주점",5.0,1,5,경기 성남시 분당구 안골로 1 지하1층,서현동 214-11,영업시간 월~토 18:00 ~ 23:00,,https://place.map.kakao.com/10449925
판교 스테이크집,뉴욕야시장 야탑역점,"호프,요리주점",0.0,0,4,경기 성남시 분당구 장미로86번길 12-1 2층,야탑동 361-9,,,https://place.map.kakao.com/438928051
판교 스테이크집,누아,양식,5.0,2,1,경기 성남시 분당구 정자일로 146 엠코헤리츠 1단지 1층 A127호,정자동 165-1,화~일 17:00 ~ 23:00,050255511955,https://place.map.kakao.com/223379957
판교 스테이크집,하누품은식탁,"육류,고기",0.0,0,0,경기 성남시 분당구 성남대로926번길 6 야탑대덕프라자 4층 416호,야탑동 361-5,월~토 11:00 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00,,https://place.map.kakao.com/2075026810
판교 스테이크집,삼바삼바 분당야탑점,패밀리레스토랑,0.0,0,0,경기 성남시 분당구 장미로 86 이코노샤르망빌딩 2층,야탑동 360-3,,,https://place.map.kakao.com/7920490
판교 스테이크집,봉고기정육식당,"육류,고기",5.0,5,204,경기 성남시 분당구 야탑로105번길 12-6 1층,야탑동 372-8,월~금 16:00 ~ 23:00,0317099089,https://place.map.kakao.com/841466009
